ptc_start, x=-0.000548699, px=-8.1636e-05, y=0.000497796, py=0.000118093, t=-2.57082e-05, pt=-0.0018356240099999999;
ptc_start, x=0.000353412, px=7.7968e-05, y=0.000582049, py=0.000102131, t=-3.19256e-05, pt=-0.0018673878299999998;
ptc_start, x=-5.1045e-05, px=-6e-07, y=-2.4927e-05, py=-1.8444e-05, t=-3.62376e-05, pt=-0.00134574055;
ptc_start, x=-0.00046427, px=-5.9358e-05, y=4.4296e-05, py=7.647e-06, t=0.00011061119999999999, pt=0.0028373129399999995;
ptc_start, x=1.2941e-05, px=-2.5246e-05, y=0.000241544, py=3.9724e-05, t=-5.03398e-05, pt=-0.00103508713;
ptc_start, x=-0.000140344, px=-1.0556e-05, y=-0.000276732, py=-3.5765e-05, t=-0.0001378426, pt=-0.00131522864;
ptc_start, x=-0.000208283, px=-8.97e-07, y=0.000103177, py=6.8265e-05, t=-0.0001248268, pt=-0.0024315498899999998;
ptc_start, x=0.000392341, px=0.000120319, y=0.000619212, py=0.000105149, t=0.000167734, pt=0.0036266996699999996;
ptc_start, x=-0.000221585, px=-5.8841e-05, y=-0.00026467, py=-7.7276e-05, t=1.35716e-05, pt=5.3754799999999996e-05;
ptc_start, x=-5.513e-06, px=-1.7431e-05, y=0.000115274, py=1.22e-07, t=9.01418e-05, pt=0.0024832502199999998;
ptc_start, x=-0.000340072, px=-8.506e-05, y=9.017e-06, py=-3.4186e-05, t=0.00012269739999999998, pt=0.00254828684;
ptc_start, x=-0.000177778, px=2.2247e-05, y=0.000280732, py=1.5312e-05, t=4.5101e-05, pt=0.00122315787;
ptc_start, x=-4.1863e-05, px=-3.6192e-05, y=-4.2127e-05, py=-2.2842e-05, t=8.60482e-05, pt=0.00237490044;
ptc_start, x=-8.7562e-05, px=-2.148e-06, y=-0.000177006, py=3.6368e-05, t=5.9387999999999995e-05, pt=0.0025133629399999996;
ptc_start, x=-0.00036252, px=-7.1042e-05, y=-0.000377132, py=-8.5804e-05, t=5.03062e-05, pt=0.00152253783;
ptc_start, x=0.000100295, px=1.4367e-05, y=-4.4854e-05, py=1.2608e-05, t=-0.000117313, pt=-0.00250827588;
ptc_start, x=-0.000404361, px=-7.9545e-05, y=-0.000247858, py=-7.671e-05, t=4.0636399999999996e-05, pt=0.0015258379399999999;
ptc_start, x=0.000410194, px=0.000124398, y=-4.6593e-05, py=1.1069e-05, t=0.00010466679999999999, pt=0.00245451272;
ptc_start, x=0.000129334, px=4.613e-06, y=0.0001188, py=6.2774e-05, t=2.37832e-05, pt=0.00026052059;
ptc_start, x=-0.000342423, px=-1.6379e-05, y=-0.000180495, py=-4.3042e-05, t=-7.328579999999999e-05, pt=-0.0019732630499999996;
ptc_start, x=-0.000202973, px=-6.376e-06, y=0.000580234, py=9.5691e-05, t=-7.20356e-05, pt=-0.00148568695;
ptc_start, x=8.1023e-05, px=7.406e-06, y=7.5288e-05, py=1.2255e-05, t=-0.00015057, pt=-0.0027436746699999997;
ptc_start, x=7.251e-05, px=1.6589e-05, y=9.2099e-05, py=4.6683e-05, t=-5.2039399999999995e-05, pt=-0.0014473249999999997;
ptc_start, x=-0.000116567, px=-4.7021e-05, y=-0.000428494, py=-8.1672e-05, t=0.0001278998, pt=0.0035120255499999993;
ptc_start, x=-0.000311284, px=-0.000103172, y=0.000250746, py=8.6052e-05, t=7.20342e-05, pt=0.00156213706;
ptc_start, x=4.7711e-05, px=2.9855e-05, y=3.2159e-05, py=2.6939e-05, t=-7.964739999999999e-05, pt=-0.0023018883799999995;
ptc_start, x=0.000358057, px=8.3529e-05, y=0.000200264, py=4.4521e-05, t=8.364019999999999e-05, pt=0.00168836261;
ptc_start, x=-0.000211017, px=-5.7889e-05, y=-5.0351e-05, py=-5.2402e-05, t=-1.8242e-06, pt=0.00014511705999999998;
ptc_start, x=-0.000163774, px=-3.2938e-05, y=-0.00045899, py=-8.2242e-05, t=-1.92738e-05, pt=-0.0009610426099999999;
ptc_start, x=0.000112359, px=-1.343e-06, y=-7.3868e-05, py=-2.1447e-05, t=-4.5210199999999996e-05, pt=-0.00087907908;
ptc_start, x=-0.000681236, px=-0.000110024, y=-0.000350495, py=-5.0662e-05, t=-6.17946e-05, pt=-0.00263009989;
ptc_start, x=9.1866e-05, px=1.9249e-05, y=0.000188309, py=6.6976e-05, t=0.00015659, pt=0.0034683006599999996;
ptc_start, x=-0.00010614, px=-3.3638e-05, y=0.000421954, py=7.163e-05, t=2.7609399999999997e-05, pt=0.0009020544499999999;
ptc_start, x=-0.000363848, px=-6.1357e-05, y=3.4824e-05, py=4.6279e-05, t=0.000166194, pt=0.0035186257699999996;
ptc_start, x=-3.7756e-05, px=1.5871e-05, y=0.000654264, py=0.000131916, t=-9.4878e-06, pt=0.00015970526;
ptc_start, x=-4.5324e-05, px=1.8011e-05, y=-0.00030903, py=-4.7397e-05, t=-4.5701599999999996e-05, pt=-0.0008501221299999999;
ptc_start, x=0.000324814, px=7.0526e-05, y=-0.000410582, py=-0.000116537, t=-4.62868e-05, pt=-0.00074505783;
ptc_start, x=-1.7407e-05, px=4.4e-06, y=0.000199327, py=9.355e-06, t=8.37312e-05, pt=0.0021709875;
ptc_start, x=0.000278909, px=3.6997e-05, y=0.000285908, py=4.2848e-05, t=0.00014342999999999997, pt=0.0028513368399999996;
ptc_start, x=-2.4722e-05, px=6.887e-06, y=0.000589368, py=8.6253e-05, t=3.0478e-06, pt=-7.702486e-05;
ptc_start, x=-6.6846e-05, px=-1.7115e-05, y=-0.000190856, py=-4.6034e-05, t=9.5886e-05, pt=0.0022702624999999996;
ptc_start, x=0.000210246, px=6.8809e-05, y=0.000286047, py=7.5424e-05, t=-0.00012234319999999998, pt=-0.00202647445;
ptc_start, x=0.000160403, px=-2.8889e-05, y=0.000214358, py=5.7671e-05, t=0.000184394, pt=0.00268881217;
ptc_start, x=-8.1514e-05, px=3.6728e-05, y=-0.00024756, py=-3.0548e-05, t=1.13736e-05, pt=-0.00038065588;
ptc_start, x=0.00020289, px=5.4905e-05, y=0.000205361, py=6.9269e-05, t=3.35258e-05, pt=0.0018632621699999998;
ptc_start, x=2.3336e-05, px=-2.9275e-05, y=0.0002123, py=4.7129e-05, t=6.88688e-05, pt=0.00221209989;
ptc_start, x=0.000349358, px=6.3494e-05, y=-1.9261e-05, py=6.001e-06, t=-0.0001359092, pt=-0.0021609492299999996;
ptc_start, x=0.000540276, px=0.000122129, y=0.000259331, py=4.9516e-05, t=4.79598e-05, pt=0.00121438614;
ptc_start, x=0.000214709, px=3.295e-05, y=-3.4787e-05, py=-1.786e-06, t=7.59094e-05, pt=0.00102312397;
ptc_start, x=-0.000156879, px=-3.5201e-05, y=0.000182311, py=4.8936e-05, t=9.453919999999998e-05, pt=0.00291582588;
ptc_start, x=8.6493e-05, px=2.1062e-05, y=-0.000364754, py=-8.2317e-05, t=-6.96542e-05, pt=-0.00210457566;
ptc_start, x=0.000548888, px=0.000101447, y=0.000254377, py=3.1968e-05, t=4.5358599999999996e-05, pt=0.00109122662;
ptc_start, x=-0.000156022, px=-4.3977e-05, y=0.000209388, py=1.7469e-05, t=-0.000125307, pt=-0.0013125471699999998;
ptc_start, x=-0.000573926, px=-9.2387e-05, y=-0.000336885, py=-2.3062e-05, t=-7.98812e-05, pt=-0.00236830022;
ptc_start, x=0.000154602, px=5.1678e-05, y=-0.000556046, py=-0.00014945, t=8.4798e-05, pt=0.00202578684;
ptc_start, x=2.9375e-05, px=4.589e-06, y=0.000173381, py=6.4891e-05, t=0.00010609899999999999, pt=0.0024128506599999998;
ptc_start, x=0.00042902, px=8.9571e-05, y=3.9566e-05, py=-1.892e-06, t=8.5414e-06, pt=-0.00031910955999999997;
ptc_start, x=-0.00012271, px=-1.0431e-05, y=-0.000131574, py=-7.016e-06, t=0.00010933719999999999, pt=0.00271507511;
ptc_start, x=0.00025975, px=6.8982e-05, y=-0.000261245, py=-5.3531e-05, t=6.11688e-05, pt=0.00280884923;
ptc_start, x=4.0942e-05, px=-2.2729e-05, y=-0.000647316, py=-7.4227e-05, t=-2.2806e-05, pt=-0.0010540329799999999;
ptc_start, x=0.00013626, px=1.4983e-05, y=-0.000274527, py=-5.1095e-05, t=7.361899999999999e-05, pt=0.0008996488599999999;
ptc_start, x=-0.000156272, px=-4.8234e-05, y=0.00027915, py=1.6458e-05, t=0.00018888799999999998, pt=0.00265484967;
ptc_start, x=0.000339165, px=7.4501e-05, y=0.000172363, py=6.5738e-05, t=-6.7529e-05, pt=-0.0021660383799999997;
ptc_start, x=0.000370796, px=4.3167e-05, y=0.000222884, py=7.167e-06, t=0.0001301314, pt=0.0029423626099999997;
ptc_start, x=3.0576e-05, px=1.6323e-05, y=-0.000521249, py=-0.000107877, t=0.00014093799999999998, pt=0.0032616372799999997;
ptc_start, x=0.000358814, px=7.9335e-05, y=-8.9638e-05, py=-2.8607e-05, t=4.0348e-06, pt=-4.9597789999999994e-05;
ptc_start, x=6.0233e-05, px=7.287e-06, y=5.9047e-05, py=4.0256e-05, t=8.51312e-05, pt=0.00206896206;
ptc_start, x=-0.000436544, px=-0.000131579, y=-0.000335029, py=-3.4143e-05, t=-5.42066e-05, pt=-0.0016524752199999998;
ptc_start, x=2.5441e-05, px=-2.4225e-05, y=3.5485e-05, py=1.3706e-05, t=-4.4721599999999995e-05, pt=-0.00076026467;
ptc_start, x=0.000276951, px=6.0396e-05, y=-0.000172739, py=-2.7625e-05, t=-3.78504e-05, pt=-0.00120104776;
ptc_start, x=0.000263663, px=5.3051e-05, y=0.000275772, py=4.7232e-05, t=-5.5374199999999996e-05, pt=-0.00184855066;
ptc_start, x=-0.000111747, px=-8.8873e-05, y=8.3341e-05, py=-3.3479e-05, t=-0.000109032, pt=-0.00262501283;
ptc_start, x=-0.000214957, px=-3.691e-05, y=0.000101267, py=3.7916e-05, t=-4.5701599999999996e-05, pt=-0.0009279599999999999;
ptc_start, x=-0.000238277, px=-5.938e-05, y=0.000183117, py=3.5855e-05, t=5.41114e-05, pt=0.00176797489;
ptc_start, x=0.000191748, px=6.1214e-05, y=-0.000420404, py=-2.8183e-05, t=7.5817e-05, pt=0.0009606977599999999;
ptc_start, x=9.2841e-05, px=2.39e-05, y=-0.000129074, py=-4.0089e-05, t=-2.6546799999999998e-05, pt=-0.00180716239;
ptc_start, x=-0.000272692, px=-2.6581e-05, y=1.5496e-05, py=2.099e-05, t=8.514799999999999e-05, pt=0.00211021239;
ptc_start, x=0.000462561, px=5.8477e-05, y=-0.000158774, py=-8.3982e-05, t=0.000140994, pt=0.0033543120599999997;
ptc_start, x=-0.000325239, px=-4.7874e-05, y=3.4421e-05, py=2.1043e-05, t=1.39566e-05, pt=0.00035374713;
ptc_start, x=-5.411e-05, px=-3.197e-05, y=0.000441141, py=9.137e-05, t=-1.12924e-05, pt=4.01071e-05;
ptc_start, x=-0.000646685, px=-6.4656e-05, y=-0.000250451, py=-2.725e-06, t=1.7191999999999997e-05, pt=0.00022871705999999998;
ptc_start, x=0.000242424, px=6.2745e-05, y=-0.000181048, py=-1.3171e-05, t=7.18606e-05, pt=0.0015661247799999998;
ptc_start, x=-0.000187814, px=2.402e-05, y=-0.000261273, py=-1.514e-05, t=0.0001099112, pt=0.0028421241199999996;
ptc_start, x=-0.000546008, px=-8.3536e-05, y=0.000706975, py=0.000153972, t=9.0244e-05, pt=0.00267203783;
ptc_start, x=-0.000259149, px=-0.000102186, y=-0.000414533, py=-3.494e-05, t=-1.673e-05, pt=-0.0006921327599999999;
ptc_start, x=-0.000351324, px=-7.4849e-05, y=-0.000244846, py=-2.6857e-05, t=8.32552e-05, pt=0.0017738875;
ptc_start, x=-6.4598e-05, px=-1.2025e-05, y=0.00016748, py=5.0284e-05, t=3.07146e-05, pt=0.0012175754799999999;
ptc_start, x=-0.000112761, px=1.6043e-05, y=-0.00033015, py=-7.3478e-05, t=8.42002e-05, pt=0.00207734923;
ptc_start, x=-0.000188027, px=-3.6869e-05, y=0.00013815, py=1.7874e-05, t=-4.1405e-05, pt=-0.0008143705899999998;
ptc_start, x=0.00030625, px=2.8005e-05, y=-0.000229575, py=-7.1678e-05, t=0.00012290319999999999, pt=0.00279358805;
ptc_start, x=-0.00028726, px=-7.8419e-05, y=-1.3899e-05, py=2.71e-05, t=-5.8064999999999994e-05, pt=-0.0022053617299999996;
ptc_start, x=-0.000183999, px=-7.6146e-05, y=0.000270147, py=2.7673e-05, t=9.225439999999999e-05, pt=0.0025708379399999996;
ptc_start, x=-0.000127796, px=-1.572e-05, y=-0.000252347, py=-9.632e-06, t=8.506819999999999e-05, pt=0.0023234759899999997;
ptc_start, x=0.000140702, px=-2.872e-06, y=-1.2465e-05, py=-2.0565e-05, t=-2.9019199999999995e-05, pt=-0.00192472489;
ptc_start, x=-0.000378789, px=-8.9677e-05, y=-5.8858e-05, py=-3.2832e-05, t=-6.68668e-05, pt=-0.00238314967;
ptc_start, x=0.000330111, px=8.1292e-05, y=-1.8534e-05, py=-6.839e-06, t=-1.4189e-05, pt=-0.00031730797999999995;
ptc_start, x=-0.000445877, px=-5.8151e-05, y=0.000376681, py=4.8077e-05, t=3.717e-05, pt=0.00218803772;
ptc_start, x=-0.000209128, px=-5.0698e-05, y=2.3652e-05, py=2.0855e-05, t=5.935859999999999e-05, pt=0.00209027588;
ptc_start, x=-0.000129585, px=4.92e-07, y=-4.6544e-05, py=-1.2168e-05, t=7.43834e-05, pt=0.0009216753699999999;
ptc_start, x=0.000231664, px=1.6982e-05, y=0.00015167, py=5.572e-05, t=-1.9125399999999998e-05, pt=-0.00076786809;
ptc_start, x=-0.000158875, px=-6.2781e-05, y=0.000152945, py=9.4087e-05, t=0.000123529, pt=0.0029305373899999997;
ptc_start, x=4.1524e-05, px=1.256e-05, y=-6.0842e-05, py=3.3547e-05, t=-3.33004e-05, pt=-0.00209577467;
ptc_start, x=9.0478e-05, px=4.821e-06, y=0.000184629, py=8.1286e-05, t=-4.2730799999999994e-05, pt=-0.00056196338;
ptc_start, x=0.000236535, px=2.2705e-05, y=0.000387469, py=5.9858e-05, t=-2.1125999999999997e-05, pt=-0.0010926018399999998;
ptc_start, x=-0.000244839, px=-7.7117e-05, y=1.638e-06, py=-7.952e-06, t=-2.74064e-05, pt=-0.00192871261;
ptc_start, x=6.0613e-05, px=-5.0714e-05, y=-0.000347772, py=-6.7049e-05, t=7.12866e-05, pt=0.00146657599;
ptc_start, x=-0.000523799, px=-3.3322e-05, y=-0.000103465, py=-6.772e-06, t=0.000107282, pt=0.0025680875;
ptc_start, x=0.000107901, px=2.865e-05, y=-0.000387699, py=-9.5233e-05, t=-1.4029399999999998e-05, pt=-0.00015663922999999998;
ptc_start, x=-0.000541205, px=-0.000122682, y=-0.000305459, py=-0.00010672, t=7.135939999999999e-05, pt=0.0013923245599999998;
ptc_start, x=-0.000610771, px=-6.8723e-05, y=0.000348323, py=7.0632e-05, t=0.0001407, pt=0.00323303772;
ptc_start, x=-6.6911e-05, px=-1.608e-05, y=4.8059e-05, py=2.8439e-05, t=-5.9668e-05, pt=-0.0018199490099999997;
ptc_start, x=-0.000278403, px=-5.1794e-05, y=-0.000350069, py=-6.9271e-05, t=3.1992799999999996e-05, pt=0.00151813838;
ptc_start, x=0.000340577, px=4.4622e-05, y=0.000114059, py=-3.123e-06, t=1.1907e-05, pt=-0.00024930146999999997;
ptc_start, x=-9.7205e-05, px=-3.3722e-05, y=0.000476243, py=8.0205e-05, t=0.00014287, pt=0.0032503617299999995;
ptc_start, x=3.6779e-05, px=2.1466e-05, y=0.00028077, py=-4.352e-06, t=-5.09964e-05, pt=-0.00142243728;
ptc_start, x=-0.000106037, px=-3.903e-05, y=-0.000168651, py=-3.9098e-05, t=3.5942199999999996e-05, pt=0.0019388867299999998;
ptc_start, x=0.000468763, px=6.8522e-05, y=-0.000458436, py=-9.9052e-05, t=0.000163058, pt=0.00346926206;
ptc_start, x=2.4276e-05, px=3.797e-05, y=0.000208701, py=3.7141e-05, t=0.00011835459999999999, pt=0.00224193673;
ptc_start, x=5.6565e-05, px=3.6528e-05, y=-1.2502e-05, py=-1.0664e-05, t=0.00015432199999999998, pt=0.00328872577;
ptc_start, x=6.3621e-05, px=4.7004e-05, y=-0.000104723, py=3.5499e-05, t=-8.72158e-05, pt=-0.0021466494499999995;
ptc_start, x=-0.000271328, px=-9.383e-05, y=-0.000262214, py=-9.0643e-05, t=1.6644599999999996e-05, pt=0.00014874738999999998;
ptc_start, x=0.000222655, px=-1.3601e-05, y=-0.000490292, py=-9.914e-05, t=-4.4184e-05, pt=-0.0008906284199999999;
ptc_start, x=-0.000449405, px=-0.000119543, y=-0.000133229, py=-8.2018e-05, t=-7.79296e-05, pt=-0.0020717124999999996;
ptc_start, x=-0.000293558, px=-8.6117e-05, y=0.000260654, py=7.9143e-05, t=-0.0001222788, pt=-0.0025933869499999997;
ptc_start, x=-0.000589069, px=-0.000112006, y=-3.7864e-05, py=1.052e-05, t=1.8145399999999997e-05, pt=0.00048797319999999996;
ptc_start, x=8.3493e-05, px=4.198e-05, y=0.000172619, py=6.1806e-05, t=-0.0001086568, pt=-0.0022497742299999995;
ptc_start, x=-0.000288785, px=-8.1025e-05, y=0.000203633, py=5.3089e-05, t=8.930459999999999e-05, pt=0.0024484621699999995;
ptc_start, x=0.000273422, px=2.9208e-05, y=0.000141814, py=2.8255e-05, t=6.079919999999999e-05, pt=0.00230587401;
ptc_start, x=0.000376475, px=6.9647e-05, y=-3.1512e-05, py=-4.5499e-05, t=0.000141064, pt=0.00310241272;
ptc_start, x=-0.000193915, px=-3.9787e-05, y=9.5053e-05, py=-2.007e-06, t=-5.77122e-05, pt=-0.00228043662;
ptc_start, x=-2.4668e-05, px=1.6344e-05, y=-7.5373e-05, py=5.76e-07, t=-7.1876e-06, pt=0.00043532400999999997;
ptc_start, x=-0.000218026, px=-5.5247e-05, y=8.9862e-05, py=-1.6e-08, t=-2.3954e-06, pt=2.5299449999999997e-05;
ptc_start, x=2.0706e-05, px=2.7228e-05, y=-0.000191982, py=-4.4366e-05, t=-0.0001013432, pt=-0.00256355011;
ptc_start, x=-0.000197662, px=-6.3735e-05, y=4.3617e-05, py=-3.687e-05, t=6.5352e-06, pt=6.0977839999999993e-05;
ptc_start, x=-0.000499215, px=-8.3781e-05, y=-0.000340736, py=-1.9001e-05, t=7.319479999999999e-05, pt=0.00099717662;
ptc_start, x=-0.000283546, px=-7.5245e-05, y=-2.103e-05, py=-7.902e-06, t=-0.000156926, pt=-0.00133000912;
ptc_start, x=-0.000287416, px=-5.1363e-05, y=0.000213341, py=-7.812e-06, t=4.34252e-05, pt=0.0008099021699999999;
ptc_start, x=0.000236113, px=3.9835e-05, y=-0.000361016, py=-4.7356e-05, t=-0.000102074, pt=-0.00253659956;
ptc_start, x=-0.000417059, px=-7.6418e-05, y=-0.000144335, py=4.867e-06, t=-0.00011088, pt=-0.00237297555;
ptc_start, x=0.000192104, px=7.65e-07, y=-4.3293e-05, py=-2.2265e-05, t=-6.756259999999999e-05, pt=-0.0020132740099999998;
ptc_start, x=-0.000381893, px=-8.4077e-05, y=8.9881e-05, py=7.116e-06, t=7.721139999999999e-05, pt=0.0011003996299999998;
ptc_start, x=2.2396e-05, px=2.6044e-05, y=0.000122079, py=-4.553e-06, t=-2.43418e-05, pt=-0.00157946316;
ptc_start, x=-0.000112262, px=3.52e-07, y=0.000108858, py=5.5382e-05, t=2.1112e-06, pt=-4.777739999999999e-06;
ptc_start, x=0.000305391, px=6.5602e-05, y=-0.000230732, py=-5.01e-05, t=0.000114212, pt=0.0025315125;
ptc_start, x=0.0001951, px=5.4625e-05, y=0.000109963, py=1.22e-05, t=-0.0001338526, pt=-0.00247761349;
ptc_start, x=1.8958e-05, px=-2.7161e-05, y=-4.0474e-05, py=8.813e-06, t=0.0001019746, pt=0.00197889978;
